user_id,subscription_period,address,card
113,monthly,1496 Cambridge Drive,5002354922592320
114,monthly,1 Sullivan Court,5007666656642040
115,monthly,1191 Cherokee Point,5100148143147500
116,monthly,269 Dorton Alley,5328697405364550
117,monthly,6 Nobel Alley,5048372057981430
118,monthly,139 Sachtjen Center,5177641511244490
119,monthly,3 Hallows Crossing,5002358272544040
120,monthly,961 Del Sol Crossing,5108752414198970
121,monthly,8 Sloan Road,5048375507812160
122,monthly,47196 Maywood Point,5100147774075440
123,monthly,9 Fairview Way,5100147763694060
124,monthly,901 Arkansas Way,5588900933074740
125,monthly,75076 Tomscot Crossing,5010123004190110
126,monthly,833 6th Hill,5100139026765470
127,monthly,8 Monument Alley,5100146493052850
128,monthly,094 Pond Trail,5363594863713670
129,monthly,053 Esker Trail,5101548535801350
130,monthly,937 Scofield Way,5314588311233190
131,monthly,91975 Hayes Point,5048375541201270
132,monthly,69 Veith Crossing,5108751212716970
133,monthly,444 Jana Hill,5592519860030360
134,monthly,85 Golf Course Place,5100146383878830
135,monthly,951 Corben Street,5275468336615040
136,monthly,9954 Golf Terrace,5100146627742790
137,monthly,461 Trailsway Junction,5513932653325970
138,monthly,5 Fremont Center,5007661428906350
139,monthly,7369 Scoville Place,5108755825887840
140,monthly,36940 Evergreen Way,5007668749139580
141,monthly,173 Scott Point,5100135931589130
142,monthly,4 Coleman Park,5100178935099860
143,monthly,111 Hovde Terrace,5254233517402870
144,monthly,86408 Judy Terrace,5410395695640720
145,monthly,22037 Carioca Park,5139517159887380
146,monthly,0945 Butterfield Lane,5048378053907280
147,monthly,695 Grim Court,5100133161734800
148,monthly,1 Oakridge Plaza,5568054474135200
149,monthly,60 Delladonna Parkway,5589687280262680
150,monthly,498 Marquette Drive,5007664079743300
151,monthly,3 Fulton Drive,5402909674993630
152,monthly,12673 Schlimgen Pass,5002357771947670
153,monthly,79 Westridge Road,5002356395187180
154,monthly,606 Schiller Junction,5100175863692170
155,monthly,149 Nobel Way,5152206964181300
156,monthly,1 Sundown Street,5100176162757890
157,monthly,5522 Larry Crossing,5276242637790050
158,monthly,03 Division Crossing,5100173843947930
159,monthly,3065 Dawn Court,5010128548615820
160,monthly,49887 Sage Crossing,5347357948175150
161,monthly,967 Ryan Parkway,5512122462981630
162,monthly,5962 Mosinee Junction,5002358740992130
163,monthly,27 Oxford Place,5100178413948070
164,monthly,6225 Oak Pass,5100134784563620
165,monthly,07992 Cascade Place,5048373705509780
166,monthly,786 Prairieview Way,5100172876158920
167,monthly,9 Old Gate Junction,5381538440897350
168,monthly,47249 Vermont Trail,5100148754692320
169,monthly,64118 Veith Parkway,5100173813509120
170,monthly,00 Brentwood Point,5100130208439850
171,monthly,93 Schmedeman Drive,5172109844467110
172,monthly,284 Lawn Street,5108751887820330
173,monthly,36625 Fremont Court,5048370617017040
174,monthly,46 Hazelcrest Junction,5470599554971900
175,monthly,57 Surrey Plaza,5434757334705000
176,monthly,3600 Bashford Point,5405018381407880
177,monthly,46 Calypso Place,5537258226208600
178,monthly,0 Kenwood Hill,5204842657372940
179,monthly,52562 Myrtle Hill,5002359219720830
180,monthly,8 Crest Line Center,5002351637219660
181,monthly,7 Northview Pass,5048373066498640
182,monthly,42 Pankratz Crossing,5559929260728740
183,monthly,8 Sullivan Street,5216343384058290
184,monthly,2 Kenwood Way,5100147531898090
185,monthly,71 Stuart Hill,5007667846306510
186,monthly,35 Sachtjen Drive,5048372126176750
187,monthly,4109 Aberg Circle,5048371518737890
188,monthly,979 Loomis Court,5417557887946760
189,monthly,7 Spaight Way,5100174709248390
190,monthly,834 Meadow Ridge Plaza,5007661064341840
191,monthly,78 Boyd Way,5237910016162680
192,monthly,58 Green Ridge Circle,5007661371235370
193,monthly,6 Kennedy Plaza,5002356278252390
194,monthly,347 Novick Street,5237905469753160
195,monthly,98936 Anzinger Park,5007663921531500
196,monthly,14 Talmadge Lane,5010121360205360
197,monthly,506 Hanson Circle,5100179154905190
198,monthly,8490 Golden Leaf Drive,5048371306434670
199,monthly,10871 Red Cloud Avenue,5311807842012170
200,monthly,829 Ramsey Plaza,5010122692590610
201,monthly,8 Express Junction,5504493515027310
202,monthly,1 Artisan Court,5002354187818980
203,monthly,25 Grasskamp Drive,5108754265608100
204,monthly,9784 Merry Street,5100177355048500
205,monthly,7 Meadow Valley Alley,5007668316938160
206,monthly,5 Westport Lane,5432092765953090
207,monthly,550 Farwell Crossing,5220946824225600
208,monthly,87 Forest Dale Drive,5010120894186340
209,monthly,400 North Trail,5108755041430690
210,monthly,2 Scofield Trail,5100140667481370
211,monthly,60744 Stephen Parkway,5108754399213680
212,monthly,5 Eagan Hill,5140979287884160
213,monthly,9 Westport Terrace,5007663536424680
214,monthly,29 Canary Center,5192248895524290
215,monthly,275 International Street,5100174823604100
216,monthly,3 Waxwing Trail,5100140552288980
217,monthly,63561 Crownhardt Center,5108751852896860
218,monthly,0 Scott Way,5010122056758480
219,monthly,2930 Bartillon Place,5100149714416200
220,monthly,27 Onsgard Point,5100130002966560
221,monthly,6564 Hooker Lane,5251283662969870
222,monthly,9 Dryden Place,5100173351187210
223,monthly,844 Arapahoe Road,5007668177129760
224,monthly,825 Southridge Point,5313979856242570
225,monthly,326 Nova Junction,5108751423286560
226,monthly,38316 Florence Trail,5349032819590940
227,monthly,5803 6th Point,5010120281957630
228,monthly,607 Sherman Place,5373119820710930
229,monthly,14249 Leroy Lane,5048374414342420
230,monthly,34 Cherokee Crossing,5100134125550750
231,monthly,37 Kingsford Center,5002358280132490
232,monthly,0 Kinsman Way,5108750111269770
233,monthly,71 Calypso Street,5164368396115010
234,monthly,17 Upham Circle,5100140786396460
235,monthly,9847 Rutledge Point,5108758788307550
236,monthly,60 Emmet Point,5048377427409250
237,monthly,7674 Sloan Crossing,5100137343923310
238,monthly,7706 Gale Way,5100138538617370
239,monthly,1 Nevada Center,5374954394525000
240,monthly,687 Packers Hill,5147661050487980
241,monthly,28 Menomonie Parkway,5007669172459210
242,monthly,29207 Mcguire Avenue,5552394834622300
243,monthly,02 Cottonwood Crossing,5100173024656330
244,monthly,9 Golden Leaf Point,5002352734126050
245,monthly,41905 Fisk Plaza,5100171661513390
246,monthly,89 La Follette Road,5002352600131610
247,monthly,9 Maywood Lane,5010120925076060
248,monthly,9 Maple Wood Center,5007669894558880
249,monthly,10444 Eastlawn Park,5002353420453600
250,monthly,583 Annamark Point,5010125331786610
251,monthly,02 Cambridge Point,5007663093681160
252,monthly,19932 Doe Crossing Way,5108757832738470
253,monthly,812 Mcguire Pass,5048372648513890
254,monthly,2912 Nevada Street,5593948880150000
255,monthly,549 Division Trail,5100173696554740
256,monthly,7079 Lien Crossing,5414087315210620
257,monthly,4 Fulton Parkway,5125486704411420
258,monthly,86418 Lyons Trail,5048373334381920
259,monthly,586 Redwing Plaza,5048374371829580
260,monthly,52322 Meadow Valley Point,5393519227828120
261,monthly,36415 Hoepker Drive,5443707121037800
262,monthly,94 Farragut Center,5048370886033300
263,monthly,45245 Ridgeview Parkway,5048371708945250
264,monthly,82907 Tennessee Parkway,5100144684508380
265,monthly,210 Pankratz Crossing,5473098357406600
266,monthly,9012 Mariners Cove Point,5597616176868400
267,monthly,4952 Thackeray Drive,5108757563477510
268,monthly,55 Westerfield Terrace,5420745369261740
269,monthly,9 Morningstar Plaza,5100172143289310
270,monthly,1 Badeau Park,5100142591776380
271,monthly,5 Orin Place,5473009268540130
272,monthly,02979 Summer Ridge Crossing,5002353096890850
273,monthly,6 Chinook Court,5002356582569330
274,monthly,02700 Heffernan Pass,5108752428716320
275,monthly,3 Green Ridge Parkway,5108752839982840
276,monthly,96641 Tennyson Drive,5100144654179520
277,monthly,78079 Badeau Street,5583927066894760
278,monthly,73015 Wayridge Way,5002355471664190
279,monthly,62403 Pierstorff Plaza,5100134996820580
280,monthly,735 Magdeline Plaza,5100173808580990
281,monthly,49 Mcguire Parkway,5100145182183000
282,monthly,7 Burrows Center,5007664263043530
283,monthly,04 Superior Hill,5100149293955800
284,monthly,3096 Lindbergh Circle,5007667602325590
285,monthly,85 Golf Court,5007665858409100
286,monthly,757 Novick Junction,5523864602379430
287,monthly,2719 Meadow Ridge Street,5100170002694490
288,monthly,16 Autumn Leaf Junction,5007664320819920
289,monthly,432 Dwight Lane,5108758508535800
290,monthly,9 Sutherland Junction,5002358853502910
291,monthly,4 Atwood Drive,5108754144783710
292,monthly,01 Monument Park,5100146352727290
293,monthly,485 Browning Park,5452208941061890
294,monthly,95 Carioca Crossing,5002352351130750
295,monthly,05 Gina Center,5100132870811290
296,monthly,312 Victoria Pass,5100130418895800
297,monthly,3092 Ryan Way,5007666773402540
298,monthly,7989 Donald Crossing,5395351214963240
299,monthly,9327 Kedzie Pass,5002352390141690
300,monthly,5 Pond Hill,5007665045035730
301,yearly,9351 Rigney Avenue,5100149624443240
302,yearly,1250 Mitchell Trail,5100149879419730
303,yearly,82 Clyde Gallagher Crossing,5108752604876660
304,yearly,2491 Straubel Court,5100137624737670
305,yearly,1 Ronald Regan Hill,5002358748508630
306,yearly,9097 Drewry Pass,5108754388918860
307,yearly,31 Orin Alley,5100145494499490
308,yearly,5517 Hoffman Alley,5265310511602190
309,yearly,85584 American Ash Place,5007666822453100
310,yearly,0148 Del Sol Center,5446145078221480
311,yearly,8 Portage Park,5002351035547270
312,yearly,0962 Lillian Crossing,5227313137335610
313,yearly,63 Scofield Avenue,5457705462921390
314,yearly,2785 Raven Point,5002356540441790
315,yearly,0 Waxwing Lane,5196795957390190
316,yearly,69081 Moose Trail,5425161941464980
317,yearly,87 Hauk Crossing,5010122344227940
318,yearly,4 Lakewood Place,5134569997797220
319,yearly,32851 East Pass,5262352865974420
320,yearly,4927 Mccormick Street,5201859156102210
321,yearly,95786 Little Fleur Avenue,5101223712330820
322,yearly,33 Memorial Drive,5314729998287290
323,yearly,822 Farragut Parkway,5007663175785310
324,yearly,45411 Arapahoe Alley,5100148563957980
325,yearly,85015 Green Drive,5048374847353960
326,yearly,39 Rockefeller Hill,5289818081226500
327,yearly,7817 Dawn Place,5007662962594050
328,yearly,4 Crescent Oaks Parkway,5007660308319590
329,yearly,3554 Veith Lane,5100170496888380
330,yearly,4 Ramsey Park,5007668115005500
331,yearly,7 Acker Alley,5364324321342320
332,yearly,1634 Messerschmidt Avenue,5354570174654920
333,yearly,7 Bunting Alley,5100513296634210
334,yearly,9 Hintze Center,5048372897592020
335,yearly,97 Old Shore Trail,5048378388019420
336,yearly,99167 Duke Point,5352308860919280
337,yearly,5724 Becker Drive,5100131723356490
338,yearly,823 Carpenter Pass,5100140333035000
339,yearly,4475 3rd Court,5108750437955200
340,yearly,208 Johnson Hill,5010126075024100
341,yearly,3115 Carpenter Place,5048372209673980
342,yearly,394 Esker Hill,5599316046209930
343,yearly,85370 Jenifer Avenue,5048378412933030
344,yearly,652 Red Cloud Junction,5100171127181870
345,yearly,236 Ruskin Crossing,5100144968669320
346,yearly,68 Grasskamp Street,5002359179589450
347,yearly,9865 Shelley Way,5010124592288770
348,yearly,4 Porter Avenue,5575988266592230
349,yearly,03 Service Alley,5559681894231400
350,yearly,81 Rutledge Place,5497410641388520
351,yearly,36 Petterle Way,5100175345218120
352,yearly,2 Gerald Alley,5100139284167760
353,yearly,06601 Brickson Park Pass,5002353850260180
354,yearly,1479 Comanche Point,5010129605761010
355,yearly,89867 Bunting Circle,5048371431664210
356,yearly,16 Shasta Point,5007661076854330
357,yearly,7 Debra Avenue,5100136019614070
358,yearly,03 Fairview Court,5473384352891510
359,yearly,06 Hoepker Road,5048379609704670
360,yearly,95 Eggendart Avenue,5002354211595370
361,yearly,07 Monica Hill,5007662482046180
362,yearly,1688 Mayfield Drive,5100131530419470
363,yearly,011 Schurz Center,5007664402710050
364,yearly,17480 Daystar Trail,5389600971963680
365,yearly,6 Tony Circle,5007665120801210
366,yearly,2132 Linden Road,5002350182304060
367,yearly,74496 Grasskamp Pass,5100139228575310
368,yearly,99545 Mendota Court,5443163036883980
369,yearly,71116 Roth Road,5010127198755170
370,yearly,546 Merrick Terrace,5167132720788400
371,yearly,8 Carpenter Park,5108753911831120
372,yearly,574 Caliangt Avenue,5554748595714570
373,yearly,01012 Dryden Way,5238311266441370
374,yearly,2 Elmside Point,5271337938268400
375,yearly,78 Delaware Hill,5597020230255810
376,yearly,74 John Wall Crossing,5117925265991370
377,yearly,4937 Butterfield Terrace,5010127067321440
378,yearly,1536 Fallview Crossing,5186719184896990
379,yearly,9 Summit Plaza,5002351352750510
380,yearly,3 Jana Hill,5132330597732130
381,yearly,98 Kim Way,5137369584261930
382,yearly,064 Tennessee Avenue,5048376581995030
383,yearly,84309 Gina Center,5007662270874860
384,yearly,5916 Sherman Lane,5100177311493070
385,yearly,1 Division Circle,5010121034154340
386,yearly,0 Cody Parkway,5583943873064990
387,yearly,1 Warner Crossing,5406395716431920
388,yearly,8 Karstens Avenue,5002358300799310
389,yearly,73826 Meadow Valley Street,5048374677836980
390,yearly,29 Oak Place,5456233605955780
391,yearly,06610 3rd Circle,5362322131513670
392,yearly,14 Boyd Hill,5132180852484750
393,yearly,10025 Kipling Court,5448946463462050
394,yearly,3 Surrey Place,5002352989690560
395,yearly,7081 Eliot Court,5283801152489500
396,yearly,90 Schmedeman Lane,5240794934411100
397,yearly,405 Hazelcrest Plaza,5108751466314340
398,yearly,1 Burning Wood Plaza,5108757742258670
399,yearly,8 Steensland Trail,5108756655005790
400,yearly,60 Dorton Circle,5100146620957040
401,yearly,37576 Sycamore Avenue,5522281010046730
402,yearly,9573 Novick Trail,5576602942686720
403,yearly,40 Anzinger Junction,5412201807094310
404,yearly,16 Bluejay Court,5100136666508710
405,yearly,30 Kim Circle,5123700947690850
406,yearly,24304 Norway Maple Lane,5368769432355770
407,yearly,506 Loftsgordon Point,5007668602949500
408,yearly,1 Golden Leaf Way,5185361638348590
409,yearly,78 Scoville Way,5010126020559490
410,yearly,6378 Longview Avenue,5423988094072340
411,yearly,3 Lotheville Point,5007665685015710
412,yearly,9669 Fordem Street,5048377721321740
413,yearly,6 Derek Center,5100140275432180
414,yearly,0307 Thierer Street,5048378380120870
415,yearly,37 Westridge Center,5495676379058460
416,yearly,16 Pierstorff Crossing,5048375999013780
417,yearly,347 Maple Wood Way,5007669424228330
418,yearly,7265 Banding Junction,5313951175675080
419,yearly,15471 Express Alley,5483345279292240
420,yearly,7 Bunker Hill Trail,5131045496096740
421,yearly,96600 Moland Pass,5107900448424790
422,yearly,2276 Montana Hill,5231688596410050
423,yearly,09 Hayes Parkway,5007669581512060
424,yearly,928 Northview Terrace,5207517824789810
425,yearly,0 Green Street,5002357997953210
426,yearly,470 Bashford Hill,5100170815765390
427,yearly,8537 Waubesa Drive,5010126160327020
428,yearly,7211 Melby Terrace,5100148548652080
429,yearly,26603 Milwaukee Hill,5526570400885430
430,yearly,2713 Gina Parkway,5100132689234080
431,yearly,820 Wayridge Hill,5100145134884600
432,yearly,6 Gina Crossing,5100143507719050
433,yearly,5 Grim Street,5100179098543090
434,yearly,92 Burning Wood Circle,5412513248977280
435,yearly,45 Maple Point,5108752667573230
436,yearly,9168 Cascade Parkway,5100145259438330
437,yearly,2 Transport Street,5048379628504410
438,yearly,6861 Algoma Lane,5330591577880520
439,yearly,37986 Raven Court,5100178853998290
440,yearly,963 Clarendon Hill,5442674404037470
441,yearly,24 Oak Pass,5148135229094060
442,yearly,608 Sundown Drive,5456143832203950
443,yearly,9157 Bay Road,5100133001192660
444,yearly,46 Lotheville Trail,5594299995788890
445,yearly,94093 Muir Circle,5178708633871450
446,yearly,4803 Norway Maple Parkway,5048375048504640
447,yearly,769 Bonner Crossing,5100172057903710
448,yearly,49042 Atwood Court,5048375712725370
449,yearly,765 Rowland Circle,5002358945831800
450,yearly,9 Stephen Parkway,5100132833130700
451,yearly,2 Chinook Park,5259479357921240
452,yearly,6493 Fulton Street,5100144454904610
453,yearly,989 Warner Street,5048378468062930
454,yearly,577 Katie Junction,5100134329969370
455,yearly,6249 Stang Parkway,5048374531542920
456,yearly,2 Burning Wood Lane,5478685776867850
457,yearly,718 Esch Crossing,5307149895014810
458,yearly,3 Donald Lane,5100134585953310
459,yearly,4 Mcguire Plaza,5100177909069030
460,yearly,0 Grasskamp Circle,5100131930592290
461,yearly,2793 Sachtjen Crossing,5002353304924110
462,yearly,9 Heath Trail,5002351170065050
463,yearly,19787 Del Sol Terrace,5530029882836190
464,yearly,25 Oak Valley Park,5288141943915500
465,yearly,1066 2nd Junction,5100139180867570
466,yearly,833 Buell Lane,5100171941757220
467,yearly,34484 Buell Road,5108758011981900
468,yearly,1412 Crest Line Avenue,5100172271413860
469,yearly,2521 Tennessee Park,5007665945341060
470,yearly,816 Thompson Point,5002358642975620
471,yearly,7805 Prairieview Place,5100175185920120
472,yearly,06 Rieder Trail,5537616105104340
473,yearly,33 Anzinger Trail,5100132154644660
474,yearly,6125 Arapahoe Plaza,5446125121501190
475,yearly,0036 Eagle Crest Drive,5108757241217560
476,yearly,1 Dennis Court,5002352752403030
477,yearly,47920 Tennessee Lane,5108750740196430
478,yearly,58265 Jenifer Parkway,5583321612372750
479,yearly,4852 Barnett Place,5234535906231800
480,yearly,6 Arizona Crossing,5007662397732180
481,yearly,5 Crowley Terrace,5002358365047170
482,yearly,81567 Rockefeller Circle,5100178450171190
483,yearly,3 Maryland Drive,5496396602096450
484,yearly,75601 Forest Circle,5316967700276020
485,yearly,057 Little Fleur Lane,5100173628310200
486,yearly,8 Nobel Point,5010123849026770
487,yearly,926 Hazelcrest Park,5002356085849860
488,yearly,46 Kings Drive,5100135432659070
489,yearly,79729 Bonner Terrace,5048378497680780
490,yearly,125 Messerschmidt Hill,5100130690842880
491,yearly,6769 Lawn Crossing,5100174716062780
492,yearly,879 Bay Pass,5002359979757970
493,yearly,82 Kingsford Court,5108756648370100
494,yearly,98 Lakeland Center,5563431459006620
495,yearly,4528 Declaration Lane,5123823828500980
496,yearly,920 Lake View Pass,5100135693604280
497,yearly,42 Nobel Crossing,5100176376840920
498,yearly,75443 Tennyson Lane,5108751850781400
499,yearly,61255 Mayfield Terrace,5250943561580150
500,yearly,208 Hoard Avenue,5288658301991090
501,yearly,9 Anzinger Court,5048371267316830
502,yearly,856 Meadow Valley Point,5155026107669380
503,yearly,60118 Blue Bill Park Plaza,5453048666070650
504,yearly,69723 School Alley,5100148001297280
505,yearly,441 Moulton Way,5189845051326640
506,yearly,0876 Acker Street,5002356441822440
507,yearly,800 Southridge Alley,5048371663481880
508,yearly,4 Pond Drive,5100176227481700
509,yearly,22 Stoughton Parkway,5007667799724820
510,yearly,807 Sunbrook Center,5529112695694630
511,yearly,2 Hoffman Avenue,5048379437226200
512,yearly,78823 Logan Hill,5108755527638060
513,yearly,35 Stone Corner Lane,5010125029356830
514,yearly,6 Judy Road,5100147036477830
515,yearly,530 Morning Hill,5100176022042300
516,yearly,711 Stoughton Park,5002354873566800
517,yearly,5 Arapahoe Pass,5010125237304030
518,yearly,91 Golf Street,5108752499630550
519,yearly,64 Bunker Hill Court,5007661030458980
520,yearly,28316 Maryland Center,5010125719835210
521,yearly,000 Rieder Place,5414405136607160
522,yearly,2441 Armistice Court,5100132461596360
523,yearly,70052 Susan Drive,5100173896860960
524,yearly,5810 Merry Hill,5235055663682330
525,yearly,457 6th Drive,5100171641119110
526,yearly,322 Derek Center,5222072161449780
527,yearly,00 Mallard Parkway,5108757505877420
528,yearly,13 Bartillon Terrace,5010120976515000
529,yearly,584 Nova Avenue,5010126267919210
530,yearly,53980 Hooker Terrace,5007662974493380
531,yearly,82 Hansons Way,5108751433598400
532,yearly,21840 Moose Alley,5100134021775340
533,yearly,9228 Magdeline Place,5108752546841950
534,yearly,1558 Clarendon Point,5351294909405030
535,yearly,7530 Thackeray Way,5007664320744310
536,yearly,4122 Spohn Alley,5130971432351250
537,yearly,87912 Swallow Drive,5002350629065150
538,yearly,0676 Packers Court,5100144022862360
539,yearly,93552 Hanover Drive,5547992600916440
540,yearly,99358 Kim Alley,5439111117019490
541,yearly,60 Eagan Lane,5439722029132370
542,yearly,15901 Annamark Plaza,5002353964435580
543,yearly,68 Monterey Avenue,5329368861262450
544,yearly,31696 Glacier Hill Plaza,5387701316014480
545,yearly,8 5th Hill,5100174323538420
546,yearly,743 Bunker Hill Parkway,5048372785907120
547,yearly,43 Sutteridge Lane,5382581941865630
548,yearly,854 Haas Place,5413538517950770
549,yearly,46 6th Street,5168992699169110
550,yearly,4240 Stephen Drive,5397839905131780
551,yearly,816 Melrose Alley,5100138754379340
552,yearly,47775 Vernon Street,5048378008435090
553,yearly,0449 Canary Way,5100146567892880
554,yearly,29 Debra Lane,5184939695853180
555,yearly,55 Lotheville Court,5378808176085050
556,yearly,3 Moulton Avenue,5007664486846700
557,yearly,1 Clyde Gallagher Circle,5536165500925220
558,yearly,8586 Arrowood Crossing,5100143668119640
559,yearly,07046 Ridgeway Trail,5108756241758180
560,yearly,445 1st Plaza,5100148592745300
561,yearly,1062 Forster Avenue,5520327518466090
562,yearly,7485 New Castle Hill,5108751746824600
563,yearly,3581 Merrick Terrace,5410178574016740
564,yearly,340 Farragut Plaza,5143282057893300
565,yearly,4 Menomonie Center,5583752930694750
566,yearly,49 Derek Parkway,5558975216693620
567,yearly,250 Magdeline Circle,5479169305971790
568,yearly,1371 North Park,5157503687293990
569,yearly,1280 Bonner Trail,5100143536794800
570,yearly,57330 Lakeland Pass,5048372515087550
571,yearly,889 Brickson Park Lane,5002351830106710
572,yearly,6 Pierstorff Street,5317939940601030
573,yearly,024 Algoma Hill,5048373197093080
574,yearly,742 Clemons Place,5010128956679980
575,yearly,23249 Forest Run Way,5504135210424510
576,yearly,48 Blaine Pass,5108752320000890
577,yearly,47 Carioca Drive,5048371001235430
578,yearly,8 New Castle Point,5100148643798140
579,yearly,2 Glendale Place,5529234658409020
580,yearly,89 Dayton Park,5280593694364370
581,yearly,0 Merry Crossing,5408608502755940
582,yearly,5614 Carberry Street,5048379334099270
583,yearly,42 Mosinee Crossing,5248030822224170
584,yearly,746 Arrowood Plaza,5002356632877660
585,yearly,73 Pepper Wood Drive,5010122827878700
586,yearly,07 Northview Trail,5007663378932290
587,yearly,6 Browning Lane,5100138805706340
588,yearly,9 Golf View Crossing,5002356471333860
589,yearly,25 Weeping Birch Center,5007667887076510
590,yearly,4679 Utah Street,5456872616946520
591,yearly,9879 Eagle Crest Parkway,5100136928811480
592,yearly,86889 Upham Point,5395325741009530
593,yearly,8 Kedzie Road,5334939621292920
