user_id,graduation_date,school_domain,student_email,fee
2465,2022-09-28,corcol.edu,aesoprock@corcol.edu,50
2468,2022-07-04,uniof.edu,wc@uniof.edu,50
2516,2022-07-03,mancom.edu,faithevans@mancom.edu,50
2523,2022-04-12,metuni.edu,j.period@metuni.edu,50
2563,2022-03-18,induni.edu,audiotwo@induni.edu,50
2610,2022-02-08,forins.edu,haileesteinfeld@forins.edu,50
2626,2022-09-17,newmex.edu,jonasbrothers@newmex.edu,50
2656,2022-02-16,mouang.edu,fletcher@mouang.edu,50
2681,2022-03-20,uniof.edu,normani@uniof.edu,50
2695,2022-11-11,antval.edu,ruthb.@antval.edu,50
2704,2022-05-26,calsta.edu,ashe@calsta.edu,50
2714,2022-02-19,wilt..edu,majorlazer@wilt..edu,50
2749,2021-12-28,rairiv.edu,colbiecaillat@rairiv.edu,50
2827,2022-10-10,metthe.edu,martinjensen@metthe.edu,50
2831,2022-10-22,chasta.edu,giveon@chasta.edu,50
2841,2022-11-04,ohista.edu,etham@ohista.edu,50
2919,2022-09-04,soubap.edu,brns@soubap.edu,50
2937,2022-02-26,frauni.edu,wrabel@frauni.edu,50
2939,2022-10-25,winuni.edu,conormaynard@winuni.edu,50
2975,2022-10-15,ohista.edu,griff@ohista.edu,50
3018,2022-09-15,bakcol.edu,novoamor@bakcol.edu,50
3042,2022-01-20,piocar.edu,diplo@piocar.edu,50
3076,2022-10-19,chrthe.edu,vanessahudgens@chrthe.edu,50
3106,2021-12-30,lyngen.edu,dvbbs@lyngen.edu,50
3117,2022-02-06,pueric.edu,zolita@pueric.edu,50
3156,2022-09-25,illins.edu,belinda@illins.edu,50
3227,2022-06-04,illcol.edu,joehiggs@illcol.edu,50
3237,2021-12-19,usgra.edu,freddiemcgregor@usgra.edu,50
3290,2022-08-11,walcol.edu,marciagriffiths@walcol.edu,50
3332,2022-07-13,consch.edu,madprofessor@consch.edu,50
3335,2022-11-09,comcol.edu,theskatalites@comcol.edu,50
3344,2022-07-12,wesval.edu,princebuster@wesval.edu,50
3356,2022-02-24,uniof.edu,maxipriest@uniof.edu,50
3361,2022-02-04,pascom.edu,juniorkelly@pascom.edu,50
3401,2022-01-27,clasta.edu,freddiemckay@clasta.edu,50
3487,2022-03-28,moucar.edu,lagarfield@moucar.edu,50
3492,2022-11-30,uniof.edu,cestar@uniof.edu,50
3499,2022-10-14,faytec.edu,sevana@faytec.edu,50
3533,2022-04-08,saimar.edu,chillaa@saimar.edu,50
3582,2021-12-14,monsta.edu,raicesycultura@monsta.edu,50
3597,2022-01-23,colcom.edu,positivereggaevibrations@colcom.edu,50
3758,2022-02-19,haycom.edu,thevines@haycom.edu,50
3764,2022-06-11,uniof.edu,patbenatar@uniof.edu,50
3804,2022-10-12,unicou.edu,whitezombie@unicou.edu,50
3826,2022-01-15,chohig.edu,stevewinwood@chohig.edu,50
3858,2022-10-14,vaucol.edu,thedandywarhols@vaucol.edu,50
3937,2022-02-09,ashuni.edu,thirdeyeblind@ashuni.edu,50
3969,2022-07-09,dalcou.edu,toddrundgren@dalcou.edu,50
4073,2022-07-22,sailou.edu,testament@sailou.edu,50
4130,2022-10-13,uniof.edu,slowdive@uniof.edu,50
4131,2022-08-26,meruni.edu,fallinginreverse@meruni.edu,50
4157,2022-10-13,uniof.edu,thescore@uniof.edu,50
4172,2022-07-26,uniof.edu,weiss@uniof.edu,50
4179,2022-10-14,hoccol.edu,solardo@hoccol.edu,50
4254,2022-10-12,nebmet.edu,johnsummit@nebmet.edu,50
4266,2022-04-20,ourlad.edu,shibasan@ourlad.edu,50
4278,2022-01-27,reiuni.edu,feddelegrand@reiuni.edu,50
4289,2022-04-18,lauuni.edu,alexpreston@lauuni.edu,50
4313,2022-01-20,morval.edu,earthndays@morval.edu,50
4387,2022-06-22,indcap.edu,masonmaynard@indcap.edu,50
4450,2022-03-05,calsta.edu,infinityink@calsta.edu,50
4493,2022-06-09,lyngen.edu,amontobin@lyngen.edu,50
4516,2022-04-20,fonuni.edu,sneakerpimps@fonuni.edu,50
4533,2022-02-04,oc.edu,hiddenorchestra@oc.edu,50
4546,2022-08-21,dabs.edu,thechemicalbrothers@dabs.edu,50
4564,2022-01-05,wescol.edu,hooverphonic@wescol.edu,50
4612,2022-02-04,morsta.edu,toddterje@morsta.edu,50
4617,2022-07-31,d.a..edu,bjrk@d.a..edu,50
4625,2022-01-15,jefcom.edu,lone@jefcom.edu,50
4660,2022-10-31,soupla.edu,moodymann@soupla.edu,50
4687,2022-01-18,klacom.edu,imonster@klacom.edu,50
4703,2022-03-29,trival.edu,thewhitestboyalive@trival.edu,50
4733,2021-12-17,beimed.edu,twoshell@beimed.edu,50
4744,2022-05-22,uniof.edu,thecinematicorchestra@uniof.edu,50
4754,2022-03-15,yessha.edu,mandalay@yessha.edu,50
4762,2022-06-15,whimou.edu,chineseman@whimou.edu,50
4771,2022-08-08,webint.edu,loscil@webint.edu,50
4774,2022-09-05,uniof.edu,kaitlynaureliasmith@uniof.edu,50
4799,2022-11-27,uniof.edu,logic1000@uniof.edu,50
4822,2022-08-24,domuni.edu,destroyer@domuni.edu,50
4833,2022-01-25,theuni.edu,therange@theuni.edu,50
4845,2021-12-24,soutex.edu,simian@soutex.edu,50
4916,2022-08-04,insfor.edu,theoparrish@insfor.edu,50
4952,2022-05-09,chrthe.edu,mathewjonson@chrthe.edu,50
3,1989-12-13,navpos.edu,hpaver2@navpos.edu,5
26,1989-12-19,golcol.edu,zmcfaddenp@golcol.edu,5
53,1990-06-13,soubib.edu,mfookes1g@soubib.edu,5
54,1990-08-05,chista.edu,acharity1h@chista.edu,5
84,1990-09-04,bakuni.edu,sglamart2b@bakuni.edu,5
119,1990-07-16,triuni.edu,hhowsan3a@triuni.edu,5
208,1989-12-13,saimar.edu,pthompsett5r@saimar.edu,5
222,1990-06-05,eascar.edu,ecousen65@eascar.edu,5
226,1989-01-26,banstr.edu,lduncan69@banstr.edu,5
254,1989-01-15,benfra.edu,hfenby71@benfra.edu,5
261,1989-08-04,colof.edu,geversley78@colof.edu,5
267,1989-05-28,delare.edu,bpenbarthy7e@delare.edu,5
286,1989-12-06,chidul.edu,ybrassill7x@chidul.edu,5
294,1990-05-22,morcol.edu,pmcpaike85@morcol.edu,5
298,1990-01-27,saieli.edu,gbreese89@saieli.edu,5
323,1990-04-09,machad.edu,ebeasleigh8y@machad.edu,50
330,1990-11-11,keucol.edu,aoscollee95@keucol.edu,50
337,1989-02-12,theuni.edu,gferrarese9c@theuni.edu,50
369,1989-11-09,regcol.edu,ndecorta8@regcol.edu,50
378,1989-11-18,neocou.edu,mjamsonah@neocou.edu,50
401,1989-06-19,midcol.edu,sbodycoteb4@midcol.edu,50
402,1988-12-17,aducon.edu,gmccreeryb5@aducon.edu,50
411,1990-05-21,eurcol.edu,sspinasbe@eurcol.edu,50
438,1989-07-26,grecol.edu,lofarrisc5@grecol.edu,50
452,1989-08-06,remcol.edu,cclitsomecj@remcol.edu,50
454,1990-09-28,intame.edu,rmulbrycl@intame.edu,50
460,1989-03-24,percom.edu,sscreachcr@percom.edu,50
519,1990-07-19,colof.edu,cstallonee@colof.edu,50
528,1989-04-26,corcol.edu,pahmeden@corcol.edu,50
555,1989-08-17,rivuni.edu,ydefe@rivuni.edu,50
565,1989-06-21,sandie.edu,kcawdellfo@sandie.edu,50
573,1989-12-22,freuni.edu,griattfw@freuni.edu,50
585,1989-11-10,chasta.edu,lrawoodg8@chasta.edu,50
626,1989-12-11,vencou.edu,apavishd@vencou.edu,50
627,1990-09-10,dodcit.edu,pcasonihe@dodcit.edu,50
659,1990-09-22,amhcol.edu,koxburghia@amhcol.edu,50
680,1988-12-16,chasou.edu,lmccarveriv@chasou.edu,50
695,1989-04-12,grebay.edu,dgilvearja@grebay.edu,50
702,1989-07-21,norida.edu,hosuairdjh@norida.edu,50
715,1989-06-09,hebuni.edu,cblyju@hebuni.edu,50
734,1990-09-08,renlak.edu,kcracknallkd@renlak.edu,50
750,1989-10-03,miaval.edu,mneevekt@miaval.edu,50
753,1988-12-06,sougeo.edu,wpolettokw@sougeo.edu,50
763,1989-11-02,theuni.edu,tikinl6@theuni.edu,50
812,1989-03-26,gracol.edu,clymanmj@gracol.edu,50
818,1989-11-21,jefcom.edu,eharwickmp@jefcom.edu,50
825,1990-10-04,tufuni.edu,dstutardmw@tufuni.edu,50
836,1989-11-18,kirare.edu,lsiddalln7@kirare.edu,50
859,1989-04-07,tritec.edu,rabbettnu@tritec.edu,50
860,1990-08-28,kalval.edu,vjoirenv@kalval.edu,50
923,1989-04-02,intame.edu,bgonthierpm@intame.edu,50
966,1990-04-20,nazthe.edu,srawlcliffeqt@nazthe.edu,50
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
